Dish Name,Region/Origin,Ingredients,Cultural Significance
Lamb Rice Fruits,Middle East Central Asia,Lamb rice dried fruits apricots raisins spices,flavorful dish savory lamb complemented sweetness dried fruits typical Central Asian cuisine
Tomato Soup Lamb Vegetables,Middle East Mediterranean,Lamb tomatoes carrots onions garlic broth,comforting soup combines tender lamb tanginess tomatoes vegetables commonly served appetizer
Fried Lamb Rice Tomato,Middle East Mediterranean,Lamb rice tomatoes garlic olive oil spices,simple yet flavorful dish fried lamb served rice fresh tomatobased sauce
Lamb Pilaf Carrots,Middle East Central Asia,Lamb rice carrots onions garlic cumin,traditional pilaf carrots add sweetness texture savory lamb rice popular Central Asia
Rice Lamb Green Beans,Middle East Mediterranean,Lamb rice green beans garlic onions spices,healthy dish green beans provide crunch flavor complementing tender lamb rice
Spinach Soup Rice Lamb,Middle East Mediterranean,Spinach rice lamb onions garlic broth,nutrientpacked soup spinach rice lamb come together wholesome hearty meal
Stuffed Zucchini Lamb Rice,Middle East Mediterranean,Zucchini lamb rice onions garlic spices,popular dish Mediterranean Middle Eastern cuisine zucchini stuffed lamb rice satisfying meal
Lamb Soup Spinach Rice,Middle East Mediterranean,Lamb spinach rice onions garlic broth,hearty soup combines tender lamb earthy flavor spinach comforting texture rice
Grilled Lamb Apricot Sauce,Middle East Central Asia,Lamb apricots garlic onions olive oil vinegar,rich flavorful dish grilled lamb served sweet tangy apricot sauce typical Central Asian cuisine
Sweet Pilaf Rice Meat,Middle East Central Asia,Rice meat lamb beef raisins almonds cinnamon,sweetsavory pilaf combining rice meat dried fruits enjoyed special meal many Central Asian cultures
Bulgur Pilaf Lamb Spinach,Middle East Mediterranean,Bulgur lamb spinach onions garlic spices,hearty nutritious pilaf blends earthy flavor bulgur richness lamb spinach
Stuffed Peppers Rice Lamb,Middle East Mediterranean,Bell peppers lamb rice onions garlic spices,traditional dish peppers stuffed flavorful mixture rice lamb often served Mediterranean cuisines
Sautéed Lamb Rice Vegetables,Middle East Mediterranean,Lamb rice carrots peas onions garlic,quick easy dish combining tender lamb sautéed vegetables rice filling meal
Rice Pilaf Lamb Spices,Middle East Central Asia,Rice lamb cumin turmeric garlic onions,flavorful pilaf lamb cooked aromatic spices create savory satisfying dish
Pilaf Dried Fruit Meat,Middle East Central Asia,Rice lamb beef raisins apricots cinnamon almonds,sweetsavory pilaf featuring dried fruits meat often served festive occasions Central Asia
Lamb Rice Stew Garlic,Middle East Mediterranean,Lamb rice garlic onions broth,hearty stew lamb simmered garlic rice creating flavorful filling meal
Roast Lamb Tomatoes Rice,Middle East Mediterranean,Lamb tomatoes rice garlic olive oil spices,simple flavorful roast lamb dish served rice tomatoes often enjoyed Middle Eastern households
Rice Pilaf Chicken Vegetables,Middle East Mediterranean,Rice chicken carrots peas onions garlic,comforting nutritious dish combines rice chicken vegetables balanced meal
Fried Lamb Spinach Tomato,Middle East Mediterranean,Lamb spinach tomatoes garlic onions olive oil,flavorful dish fried lamb paired sautéed spinach tomatoes often served main course
Barberry Rice Pilaf Vegetables,Middle East Iran,Rice barberries mixed vegetables onions garlic,popular Persian dish combining tartness barberries savory rice vegetables
Cucumber Tomato Rice Salad Yogurt,Middle East Mediterranean,Cucumber tomatoes rice yogurt olive oil herbs,refreshing salad often served side dish rice cucumber tomato combined creamy yogurt dressing
Lamb Spinach Garlic,Middle East Mediterranean,Lamb spinach garlic onions olive oil,simple yet flavorful dish lamb sautéed spinach garlic commonly served Mediterranean kitchens
Baked Lamb Rice Carrots,Middle East Mediterranean,Lamb rice carrots onions garlic olive oil,comforting filling dish lamb baked rice carrots often enjoyed Middle Eastern Mediterranean homes
Sweet Spicy Rice Pilaf,Middle East Central Asia,Rice cinnamon raisins almonds cumin turmeric,flavorful pilaf balances sweetness spice commonly enjoyed Central Asian cuisine
Rice Soup Lamb Mint,Middle East Mediterranean,Rice lamb mint onions garlic broth,refreshing hearty soup lamb rice combined cooling flavor mint
Pilaf Lamb Tomato,Middle East Mediterranean,Rice lamb tomatoes garlic olive oil spices,savory pilaf tomatoes lamb combine rice satisfying meal
Lamb Rice Pilaf Raisins Almonds,Middle East Central Asia,Rice lamb raisins almonds cumin cinnamon,festive pilaf mixes sweetness raisins almonds richness lamb
Steamed Dumplings Meat Rice,Central Asia Middle East,Dumpling wrappers lamb rice onions garlic spices,traditional dumpling dish lamb rice wrapped dough steamed popular Central Asia
Spinach Pilaf Lamb,Middle East Mediterranean,Rice lamb spinach onions garlic spices,flavorful pilaf spinach lamb cooked together aromatic spices common Mediterranean cuisine
Grilled Lamb Rice Tomatoes,Middle East Mediterranean,Lamb rice tomatoes garlic olive oil,simple yet delicious grilled lamb dish served rice tomatoes often enjoyed main course Mediterranean cultures
Fried Lamb Vegetables,Middle East Mediterranean,Lamb carrots potatoes bell peppers onions garlic,hearty flavorful dish lamb fried variety vegetables popular Mediterranean meals
Spicy Rice Pilaf Lamb,Middle East Central Asia,Rice lamb cumin cinnamon chili onions garlic,bold aromatic pilaf combining spices lamb typically enjoyed festive occasions
Steamed Lamb Spinach,Middle East Mediterranean,Lamb spinach garlic olive oil,simple healthy dish lamb steamed spinach garlic offering delicate flavor
Fried Rice Lamb Tomatoes,Middle East Central Asia,Lamb rice tomatoes onions garlic olive oil,variation fried rice tender lamb freshness tomatoes often served Central Asia
Lamb Soup Spinach Dried Fruits,Middle East Mediterranean,Lamb spinach dried apricots raisins garlic onions broth,comforting soup combining lamb spinach sweet dried fruits typical Middle Eastern cuisines
Rice Pilaf Lamb Raisins,Middle East Mediterranean,Rice lamb raisins onions garlic spices,savorysweet pilaf lamb raisins paired rice commonly enjoyed Persian cuisine
Baked Lamb Rice Dried Fruit,Middle East Mediterranean,Lamb rice dried apricots raisins almonds garlic,luxurious dish lamb baked rice dried fruits often served special occasions
Lamb Rice Stew Almonds,Middle East Central Asia,Lamb rice almonds onions garlic broth,rich stew combining tender lamb rice almonds creating flavorful filling dish
Spinach Soup Lamb Rice,Middle East Mediterranean,Lamb spinach rice onions garlic broth,wholesome soup lamb spinach rice providing balanced meal rich flavors
Lamb Rice Carrots Stew,Middle East Mediterranean,Lamb rice carrots onions garlic broth,comforting stew lamb rice carrots cooked together flavorful meal
Lamb Pilaf Beans,Middle East Mediterranean,Lamb rice beans onions garlic spices,hearty pilaf blends earthiness beans richness lamb staple many Middle Eastern diets
Lamb Rice Pilaf Dried Apricots,Middle East Central Asia,Rice lamb dried apricots onions garlic cinnamon,flavorful pilaf sweet savory flavors lamb apricots shine through often seen Central Asian cuisine
Rice Pilaf Lamb Pomegranate,Middle East Iran,Rice lamb pomegranate seeds onions spices,colorful pilaf tartness pomegranate dish festive meal Persian culture
Lamb Potato Rice Pilaf,Middle East Mediterranean,Lamb rice potatoes onions garlic spices,comforting dish combining lamb rice potatoes often enjoyed Mediterranean Middle Eastern homes
Stuffed Zucchini Lamb Rice,Middle East Mediterranean,Zucchini lamb rice onions garlic spices,delicious stuffed vegetable dish zucchini filled lamb rice common Middle Eastern cooking
Grilled Lamb Rice Garlic,Middle East Mediterranean,Lamb rice garlic olive oil spices,flavorful grilled lamb dish served aromatic garlic rice often enjoyed Mediterranean meals
Pilaf Lamb Garlic Sauce,Middle East Mediterranean,Rice lamb garlic yogurt olive oil,savory pilaf lamb enhanced creamy garlic sauce often served Middle Eastern homes
Lamb Rice Stew Spices,Middle East Mediterranean,Lamb rice cumin cinnamon onions garlic broth,warming stew lamb rice simmered variety spices rich aromatic flavor
Stuffed Lamb Rice Apricots,Middle East Central Asia,Lamb rice apricots onions garlic spices,special dish lamb stuffed rice apricots often enjoyed celebrations Central Asia
Barberry Rice Pilaf Chicken,Middle East Iran,Rice chicken barberries onions garlic spices,flavorful tart rice pilaf barberries chicken spices often served festive dish Iran
Plov Pilaf,Central Asia,Rice lamb or chicken onions carrots spices,classic dish across Central Asia especially Uzbekistan
Shashlyk Grilled Meat Skewers,Central Asia,Lamb or beefpork onions spices vinegar,popular dish outdoor gatherings barbecues
ChakChak Honey Cake,Kazakhstan,Flour honey sugar butter eggs,traditional dessert often served holidays celebrations
Beshbarmak,Kazakhstan,Beef lamb onions pasta,staple Kazakh cuisine often served family gatherings
Chekchek,Kazakhstan,Flour butter sugar honey,traditional sweet often served holidays special events
Manti,Central Asia,Lamb onions dough spices,dish Turkish Central Asian origin often served yogurt
Kebabs,Central Asia,Lamb beef chicken vegetables spices,widely popular dish across Middle East Central Asia
Shorpa,Central Asia,Lamb or beef potatoes carrots onions herbs,hearty soup popular Central Asia enjoyed colder months
Kuurdak,Kazakhstan,Lamb or beef onions potatoes spices,savory dish commonly served bread rice
Samsa,Central Asia,Lamb onions spices dough,popular street food Central Asia especially Uzbekistan
Yumurtal Qovurma Egg Stir Fry,Azerbaijan,Eggs onions tomatoes spices oil,traditional Azerbaijani dish commonly eaten breakfast
Bulgur Pilaf,Central Asia,Bulgur vegetables spices,popular pilaf Turkish Central Asian cuisine
Dolma,Central Asia,Grape leaves rice minced meat lambbeef herbs spices,dish shared many cultures commonly served gatherings
Laghman,Central Asia,Noodles lamb or beef vegetables soy sauce spices,traditional noodle dish originating Central Asia
Sausage Kebab,Central Asia,Sausage spices vegetables,twist traditional kebabs using sausages grilling
Kuyma,Azerbaijan,Cornmeal butter cheese milk,traditional Azerbaijani dish often eaten colder months
Shekerbura,Azerbaijan,Flour sugar butter nuts cardamom,festive pastry commonly prepared Novruz Persian New Year
Pilaf Lamb Vegetables,Central Asia,Rice lamb onions carrots spices vegetables,variation Plov incorporating vegetables
Ishli Chorek Stuffed Flatbread,Azerbaijan,Dough minced meat onions spices,popular snack appetizer Azerbaijan often enjoyed tea
Lagman Soup,Central Asia,Noodles lamb vegetables broth spices,flavorful soup Uygur Tajik cuisine rich spices broth
Qurt Dry Yogurt,Central Asia Kazakhstan,Yogurt salt,traditional fermented dairy product used Central Asia
Baskarma Beef Stew,Central Asia Azerbaijan,Beef onions tomatoes herbs spices,hearty stew popular Azerbaijan often served bread
Kesme,Azerbaijan Turkey,Flour eggs lamb or chicken onions herbs,traditional dish often enjoyed Azerbaijan surrounding regions
Zahra,Azerbaijan Central Asia,Rice meat often lamb beef onions spices,simple yet flavorful dish roots Azerbaijani cuisine
Gyzyl Chorek Sweet Bread,Azerbaijan Central Asia,Flour sugar butter eggs saffron,sweet bread often served special events celebrations
Tandir Bread,Central Asia Azerbaijan,Flour yeast water salt,type traditional bread baked clay oven common Azerbaijan Central Asia
Piti,Azerbaijan,Lamb chickpeas vegetables spices,classic Azerbaijani dish often cooked individual clay pots
Eggplant Stuffed Lamb,Central Asia,Eggplant lamb onions tomatoes spices,popular dish Central Asia often served main course
Shekerbura Sweet Pastry,Azerbaijan,Flour sugar butter nuts cardamom,sweet pastry especially popular Novruz festival
Baklava,Middle East Central Asia,Phyllo dough butter sugar nuts walnuts pistachios honey,famous dessert Central Asia Middle East known layers sweetness
Pilaf Dry Fruits,Central Asia,Rice lamb or chicken dried fruits raisins apricots etc spices,festive dish often served special occasions Central Asia
Kachmach,Central Asia Azerbaijan,Flour meat often lamb onions herbs,rich dish Azerbaijani cuisine often enjoyed family gatherings
Chorba,Central Asia Azerbaijan,Lamb beef vegetables herbs spices,popular soup many Central Asian countries enjoyed starter
Khorest,Azerbaijan Iran,Lamb beef tomatoes onions spices,rich stew often served rice common Iranian Azerbaijani cuisine
Kyshtarma,Azerbaijan Central Asia,Chicken onions spices butter,traditional dish Azerbaijan popular simplicity flavor
